Pos. [°2Th.],Iobs [cts],Icalc [cts],Iback [cts],Error [cts]
22.2801,1103.941,1103.664,1103.323,0.277
22.2841,1124.589,1103.624,1103.281,20.965
22.2881,1137.111,1103.584,1103.24,33.527
22.2921,1123.397,1103.544,1103.198,19.853
22.2961,1115.886,1103.504,1103.156,12.382
22.3001,1134.427,1103.464,1103.114,30.963
22.3041,1144.325,1103.424,1103.073,40.901
22.3081,1132.245,1103.385,1103.031,28.86
22.3121,1106.522,1103.345,1102.989,3.177
22.3161,1091.319,1103.305,1102.947,-11.986
22.3201,1104.628,1103.265,1102.906,1.363
22.3241,1112.076,1103.225,1102.864,8.851
22.3281,1107.567,1103.185,1102.822,4.382
22.3321,1059.055,1103.145,1102.78,-44.09
22.3361,1106.605,1103.105,1102.739,3.5
22.3401,1094.532,1103.065,1102.697,-8.533
22.3441,1121.811,1103.025,1102.655,18.786
22.3481,1092.43,1102.985,1102.613,-10.555
22.3521,1106.792,1102.945,1102.572,3.847
22.3561,1075.044,1102.906,1102.53,-27.862
22.3601,1132.701,1102.866,1102.488,29.835
22.3641,1167.266,1102.826,1102.446,64.44
22.3681,1105.818,1102.786,1102.404,3.032
22.3721,1093.231,1102.746,1102.363,-9.515
22.3761,1122.403,1102.706,1102.321,19.697
22.3801,1125.416,1102.666,1102.279,22.75
22.3841,1116.763,1102.626,1102.237,14.137
22.3881,1108.963,1102.586,1102.196,6.377
22.3921,1085.923,1102.546,1102.154,-16.623
22.3961,1073.734,1102.506,1102.112,-28.772
22.4001,1080.007,1102.466,1102.07,-22.459
22.4041,1066.801,1102.426,1102.029,-35.625
22.4081,1078.041,1102.386,1101.987,-24.345
22.4121,1131.847,1102.346,1101.945,29.501
22.4161,1127.828,1102.306,1101.903,25.522
22.4201,1145.165,1102.266,1101.862,42.899
22.4241,1169.009,1102.226,1101.82,66.783
22.4281,1124.711,1102.186,1101.778,22.525
22.4321,1121.201,1102.146,1101.736,19.055
22.4361,1151.49,1102.106,1101.695,49.384
22.4401,1122.41,1102.066,1101.653,20.344
22.4441,1193.26,1102.026,1101.611,91.234
22.4481,1091.402,1101.986,1101.569,-10.584
22.4521,1107.107,1101.946,1101.528,5.161
22.4561,1123.419,1101.906,1101.486,21.513
22.4601,1089.103,1101.866,1101.444,-12.763
22.4641,1091.352,1101.826,1101.402,-10.474
22.4681,1102.559,1101.786,1101.361,0.773
22.4721,1090.865,1101.745,1101.319,-10.88
22.4761,1058.848,1101.705,1101.277,-42.857
22.4801,1110.38,1101.665,1101.235,8.715
22.4841,1089.175,1101.625,1101.194,-12.45
22.4881,1091.166,1101.585,1101.152,-10.419
22.4921,1126.037,1101.545,1101.11,24.492
22.4961,1116.448,1101.505,1101.068,14.943
22.5001,1131.549,1101.465,1101.026,30.084
22.5041,1159.816,1101.424,1100.985,58.392
22.5081,1150.034,1101.384,1100.943,48.65
22.5121,1099.233,1101.344,1100.901,-2.111
22.5161,1108.366,1101.304,1100.859,7.062
22.5201,1076.367,1101.263,1100.818,-24.896
22.5241,1093.073,1101.223,1100.776,-8.15
22.5281,1145.776,1101.183,1100.734,44.593
22.5321,1145.689,1101.143,1100.692,44.546
22.5361,1122.01,1101.102,1100.651,20.908
22.5401,1171.797,1101.062,1100.609,70.735
22.5441,1079.64,1101.022,1100.567,-21.382
22.5481,1112.253,1100.981,1100.525,11.272
22.5521,1093.519,1100.941,1100.484,-7.422
22.5561,1121.6,1100.901,1100.442,20.699
22.5601,1133.997,1100.86,1100.4,33.137
22.5641,1171.984,1100.82,1100.358,71.164
22.5681,1158.854,1100.78,1100.317,58.074
22.5721,1136.341,1100.739,1100.275,35.602
22.5761,1081.137,1100.699,1100.233,-19.562
22.5801,1051.561,1100.658,1100.191,-49.097
22.5841,1075.889,1100.618,1100.15,-24.729
22.5881,1113.252,1100.577,1100.108,12.675
22.5921,1138.814,1100.537,1100.066,38.277
22.5961,1141.283,1100.496,1100.024,40.787
22.6001,1130.844,1100.456,1099.983,30.388
22.6041,1123.408,1100.415,1099.941,22.993
22.6081,1132.674,1100.375,1099.899,32.299
22.6121,1146.026,1100.334,1099.857,45.692
22.6161,1166.417,1100.293,1099.816,66.124
22.6201,1137.399,1100.253,1099.774,37.146
22.6241,1115.369,1100.212,1099.732,15.157
22.6281,1094.93,1100.171,1099.69,-5.241
22.6321,1127.483,1100.131,1099.648,27.352
22.6361,1117.729,1100.09,1099.607,17.639
22.6401,1085.374,1100.049,1099.565,-14.675
22.6441,1088.624,1100.008,1099.523,-11.384
22.6481,1100.075,1099.968,1099.481,0.107
22.6521,1152.455,1099.927,1099.44,52.528
22.6561,1171.634,1099.886,1099.398,71.748
22.6601,1157.885,1099.845,1099.356,58.04
22.6641,1146.753,1099.804,1099.314,46.949
22.6681,1118.313,1099.763,1099.273,18.55
22.6721,1097.21,1099.722,1099.231,-2.512
22.6761,1116.299,1099.681,1099.189,16.618
22.6801,1135.263,1099.641,1099.147,35.622
22.6841,1120.343,1099.599,1099.106,20.744
22.6881,1085.283,1099.558,1099.064,-14.275
22.6921,1082.578,1099.517,1099.022,-16.939
22.6961,1111.339,1099.476,1098.98,11.863
22.7001,1097.486,1099.435,1098.939,-1.949
22.7041,1152.282,1099.394,1098.897,52.888
22.7081,1086.272,1099.353,1098.855,-13.081
22.7121,1187.917,1099.312,1098.813,88.605
22.7161,1113.978,1099.271,1098.772,14.707
22.7201,1064.972,1099.23,1098.73,-34.258
22.7241,1094.893,1099.188,1098.688,-4.295
22.7281,1138.935,1099.147,1098.646,39.788
22.7321,1100.622,1099.106,1098.605,1.516
22.7361,1140.79,1099.064,1098.563,41.726
22.7401,1128.782,1099.023,1098.521,29.759
22.7441,1107.743,1098.982,1098.479,8.761
22.7481,1049.24,1098.94,1098.438,-49.7
22.7521,1095.523,1098.899,1098.396,-3.376
22.7561,1075.993,1098.858,1098.354,-22.865
22.7601,1074.415,1098.816,1098.312,-24.401
22.7641,1076.262,1098.775,1098.27,-22.513
22.7681,1136.922,1098.733,1098.229,38.189
22.7721,1161.412,1098.692,1098.187,62.72
22.7761,1124.346,1098.65,1098.145,25.696
22.7801,1105.128,1098.608,1098.103,6.52
22.7841,1115.543,1098.567,1098.062,16.976
22.7881,1150.517,1098.525,1098.02,51.992
22.7921,1125.234,1098.484,1097.978,26.75
22.7961,1103.904,1098.442,1097.936,5.462
22.8001,1115.358,1098.4,1097.895,16.958
22.8041,1063.991,1098.358,1097.853,-34.367
22.8081,1081.402,1098.317,1097.811,-16.915
22.8121,1119.352,1098.275,1097.769,21.077
22.8161,1119.168,1098.233,1097.728,20.935
22.8201,1078.955,1098.191,1097.686,-19.236
22.8241,1102.014,1098.149,1097.644,3.865
22.8281,1143.56,1098.107,1097.602,45.453
22.8321,1096.246,1098.065,1097.561,-1.819
22.8361,1112.893,1098.023,1097.519,14.87
22.8401,1110.657,1097.981,1097.477,12.676
22.8441,1081.877,1097.939,1097.435,-16.062
22.8481,1101.412,1097.897,1097.394,3.515
22.8521,1114.337,1097.855,1097.352,16.482
22.8561,1143.282,1097.813,1097.31,45.469
22.8601,1149.883,1097.771,1097.268,52.112
22.8641,1108.047,1097.729,1097.227,10.318
22.8681,1106.167,1097.687,1097.185,8.48
22.8721,1119.511,1097.645,1097.143,21.866
22.8761,1114.499,1097.602,1097.101,16.897
22.8801,1129.246,1097.56,1097.059,31.686
22.8841,1094.746,1097.518,1097.018,-2.772
22.8881,1089.9,1097.476,1096.976,-7.576
22.8921,1152.393,1097.433,1096.934,54.96
22.8961,1091.601,1097.391,1096.892,-5.79
22.9001,1079.902,1097.349,1096.851,-17.447
22.9041,1080.386,1097.306,1096.809,-16.92
22.9081,1103.473,1097.264,1096.767,6.209
22.9121,1075.812,1097.221,1096.725,-21.409
22.9161,1116.025,1097.179,1096.684,18.846
22.9201,1091.587,1097.136,1096.642,-5.549
22.9241,1136.318,1097.094,1096.6,39.224
22.9281,1161.094,1097.051,1096.558,64.043
22.9321,1100.25,1097.009,1096.517,3.241
22.9361,1050.77,1096.966,1096.475,-46.196
22.9401,1079.121,1096.924,1096.433,-17.803
22.9441,1089.121,1096.881,1096.391,-7.76
22.9481,1091.375,1096.838,1096.35,-5.463
22.9521,1104.025,1096.796,1096.308,7.229
22.9561,1079.034,1096.753,1096.266,-17.719
22.9601,1068.319,1096.71,1096.224,-28.391
22.9641,1095.261,1096.668,1096.183,-1.407
22.9681,1094.784,1096.625,1096.141,-1.841
22.9721,1085.099,1096.582,1096.099,-11.483
22.9761,1108.867,1096.539,1096.057,12.328
22.9801,1106.517,1096.496,1096.016,10.021
22.9841,1079.848,1096.454,1095.974,-16.606
22.9881,1131.204,1096.411,1095.932,34.793
22.9921,1147.874,1096.368,1095.89,51.506
22.9961,1099.157,1096.325,1095.849,2.832
23.0001,1106.035,1096.282,1095.807,9.753
23.0041,1105.221,1096.239,1095.765,8.982
23.0081,1146.391,1096.196,1095.723,50.195
23.0121,1075.894,1096.153,1095.681,-20.259
23.0161,1068.973,1096.11,1095.64,-27.137
23.0201,1099.477,1096.067,1095.598,3.41
23.0241,1074.56,1096.024,1095.556,-21.464
23.0281,1073.939,1095.981,1095.514,-22.042
23.0321,1104.225,1095.938,1095.473,8.287
23.0361,1079.419,1095.895,1095.431,-16.476
23.0401,1049.341,1095.852,1095.389,-46.511
23.0441,1075.744,1095.809,1095.347,-20.065
23.0481,1102.363,1095.766,1095.306,6.597
23.0521,1091.441,1095.723,1095.264,-4.282
23.0561,1043.403,1095.679,1095.222,-52.276
23.0601,1052.451,1095.636,1095.18,-43.185
23.0641,1127.883,1095.593,1095.139,32.29
23.0681,1124.31,1095.55,1095.097,28.76
23.0721,1084.111,1095.507,1095.055,-11.396
23.0761,1101.718,1095.464,1095.013,6.254
23.0801,1084.147,1095.42,1094.972,-11.273
23.0841,1092.278,1095.377,1094.93,-3.099
23.0881,1112.229,1095.334,1094.888,16.895
23.0921,1072.676,1095.29,1094.846,-22.614
23.0961,1101.955,1095.247,1094.805,6.708
23.1001,1129.021,1095.204,1094.763,33.817
23.1041,1016.043,1095.16,1094.721,-79.117
23.1081,1090.291,1095.117,1094.679,-4.826
23.1121,1082.889,1095.074,1094.638,-12.185
23.1161,1064.66,1095.03,1094.596,-30.37
23.1201,1071,1094.987,1094.554,-23.987
23.1241,1172.627,1094.944,1094.512,77.683
23.1281,1111.263,1094.9,1094.471,16.363
23.1321,1080.577,1094.857,1094.429,-14.28
23.1361,1117.399,1094.813,1094.387,22.586
23.1401,1059.91,1094.77,1094.345,-34.86
23.1441,1053.243,1094.727,1094.303,-41.484
23.1481,1100.241,1094.683,1094.262,5.558
23.1521,1111.419,1094.64,1094.22,16.779
23.1561,1090.076,1094.596,1094.178,-4.52
23.1601,1094.532,1094.553,1094.136,-0.021
23.1641,1136.864,1094.509,1094.095,42.355
23.1681,1099.894,1094.466,1094.053,5.428
23.1721,1128.459,1094.422,1094.011,34.037
23.1761,1113.113,1094.379,1093.969,18.734
23.1801,1070.6,1094.335,1093.928,-23.735
23.1841,1056.629,1094.292,1093.886,-37.663
23.1881,1067.164,1094.248,1093.844,-27.084
23.1921,1073.715,1094.205,1093.802,-20.49
23.1961,1088.077,1094.161,1093.761,-6.084
23.2001,1108.145,1094.118,1093.719,14.027
23.2041,1107.778,1094.074,1093.677,13.704
23.2081,1135.01,1094.031,1093.635,40.979
23.2121,1050.344,1093.987,1093.594,-43.643
23.2161,1125.852,1093.944,1093.552,31.908
23.2201,1150.987,1093.9,1093.51,57.087
23.2241,1107.996,1093.857,1093.468,14.139
23.2281,1076.492,1093.813,1093.427,-17.321
23.2321,1119.803,1093.769,1093.385,26.034
23.2361,1122.189,1093.726,1093.343,28.463
23.2401,1093.895,1093.682,1093.301,0.213
23.2441,1068.899,1093.639,1093.26,-24.74
23.2481,1083.733,1093.595,1093.218,-9.862
23.2521,1143.297,1093.552,1093.176,49.745
23.2561,1144.609,1093.508,1093.134,51.101
23.2601,1096.916,1093.464,1093.093,3.452
23.2641,1075.306,1093.421,1093.051,-18.115
23.2681,1095.227,1093.377,1093.009,1.85
23.2721,1058.338,1093.333,1092.967,-34.995
23.2761,1086.432,1093.29,1092.925,-6.858
23.2801,1119.76,1093.246,1092.884,26.514
23.2841,1138.632,1093.203,1092.842,45.429
23.2881,1127.901,1093.159,1092.8,34.742
23.2921,1073.327,1093.115,1092.758,-19.788
23.2961,1112.12,1093.072,1092.717,19.048
23.3001,1102.785,1093.028,1092.675,9.757
23.3041,1048.392,1092.985,1092.633,-44.593
23.3081,1088.047,1092.941,1092.591,-4.894
23.3121,1097.414,1092.897,1092.55,4.517
23.3161,1116.518,1092.854,1092.508,23.664
23.3201,1113.419,1092.81,1092.466,20.609
23.3241,1122.19,1092.767,1092.424,29.423
23.3281,1109.431,1092.723,1092.383,16.708
23.3321,1076.722,1092.679,1092.341,-15.957
23.3361,1077.795,1092.636,1092.299,-14.841
23.3401,1092.808,1092.592,1092.257,0.216
23.3441,1078.158,1092.548,1092.216,-14.39
23.3481,1063.811,1092.505,1092.174,-28.694
23.3521,1075.844,1092.461,1092.132,-16.617
23.3561,1087.209,1092.418,1092.09,-5.209
23.3601,1076.214,1092.374,1092.049,-16.16
23.3641,1069.033,1092.331,1092.007,-23.298
23.3681,1078.783,1092.287,1091.965,-13.504
23.3721,1093.027,1092.243,1091.923,0.784
23.3761,1072.522,1092.2,1091.882,-19.678
23.3801,1024.817,1092.156,1091.84,-67.339
23.3841,1069.817,1092.113,1091.798,-22.296
23.3881,1130.032,1092.069,1091.756,37.963
23.3921,1106.373,1092.025,1091.715,14.348
23.3961,1021.179,1091.982,1091.673,-70.803
23.4001,1067.382,1091.938,1091.631,-24.556
23.4041,1082.032,1091.895,1091.589,-9.863
23.4081,1051.493,1091.851,1091.547,-40.358
23.4121,1110.518,1091.807,1091.506,18.711
23.4161,1136.983,1091.764,1091.464,45.219
23.4201,1103.114,1091.72,1091.422,11.394
23.4241,1070.794,1091.677,1091.38,-20.883
23.4281,1089.968,1091.633,1091.339,-1.665
23.4321,1092.059,1091.59,1091.297,0.469
23.4361,1093.208,1091.546,1091.255,1.662
23.4401,1100.605,1091.503,1091.213,9.102
23.4441,1063.406,1091.459,1091.172,-28.053
23.4481,1079.507,1091.416,1091.13,-11.909
23.4521,1099.088,1091.372,1091.088,7.716
23.4561,1060.723,1091.328,1091.046,-30.605
23.4601,1049.326,1091.285,1091.005,-41.959
23.4641,1076.064,1091.241,1090.963,-15.177
23.4681,1094.818,1091.198,1090.921,3.62
23.4721,1018.008,1091.155,1090.879,-73.147
23.4761,1015.708,1091.111,1090.838,-75.403
23.4801,1087.516,1091.068,1090.796,-3.552
23.4841,1051.199,1091.024,1090.754,-39.825
23.4881,1119.056,1090.98,1090.712,28.076
23.4921,1063.605,1090.937,1090.671,-27.332
23.4961,1077.004,1090.894,1090.629,-13.89
23.5001,1115.281,1090.85,1090.587,24.431
23.5041,1087.56,1090.807,1090.545,-3.247
23.5081,1079.59,1090.763,1090.504,-11.173
23.5121,1085.844,1090.72,1090.462,-4.876
23.5161,1112.29,1090.676,1090.42,21.614
23.5201,1142.832,1090.633,1090.378,52.199
23.5241,1118.49,1090.589,1090.337,27.901
23.5281,1078.665,1090.546,1090.295,-11.881
23.5321,1101.33,1090.503,1090.253,10.827
23.5361,1133.823,1090.459,1090.211,43.364
23.5401,1096.242,1090.416,1090.169,5.826
23.5441,1056.628,1090.372,1090.128,-33.744
23.5481,1066.464,1090.329,1090.086,-23.865
23.5521,1055.86,1090.286,1090.044,-34.426
23.5561,1063.773,1090.242,1090.002,-26.469
23.5601,1132.252,1090.199,1089.961,42.053
23.5641,1081.616,1090.155,1089.919,-8.539
23.5681,1093.638,1090.112,1089.877,3.526
23.5721,1106.085,1090.069,1089.835,16.016
23.5761,1104.292,1090.025,1089.794,14.267
23.5801,1096.434,1089.982,1089.752,6.452
23.5841,1048.652,1089.939,1089.71,-41.287
23.5881,1084.243,1089.895,1089.668,-5.652
23.5921,1086.399,1089.852,1089.627,-3.453
23.5961,1108.499,1089.809,1089.585,18.69
23.6001,1098.643,1089.765,1089.543,8.878
23.6041,1056.01,1089.722,1089.501,-33.712
23.6081,1062.761,1089.679,1089.46,-26.918
23.6121,1076.429,1089.635,1089.418,-13.206
23.6161,1110.807,1089.592,1089.376,21.215
23.6201,1120.07,1089.549,1089.334,30.521
23.6241,1084.348,1089.506,1089.293,-5.158
23.6281,1067.6,1089.462,1089.251,-21.862
23.6321,1055.511,1089.419,1089.209,-33.908
23.6361,1050.064,1089.376,1089.167,-39.312
23.6401,1066.934,1089.333,1089.126,-22.399
23.6441,1043.994,1089.289,1089.084,-45.295
23.6481,1041.047,1089.246,1089.042,-48.199
23.6521,1068.665,1089.203,1089,-20.538
23.6561,1083.935,1089.16,1088.959,-5.225
23.6601,1108.691,1089.117,1088.917,19.574
23.6641,1100.462,1089.073,1088.875,11.389
23.6681,1157.908,1089.028,1088.831,68.88
23.6721,1097.101,1088.982,1088.787,8.119
23.6761,1043.011,1088.936,1088.742,-45.925
23.6801,1075.101,1088.891,1088.698,-13.79
23.6841,1077.386,1088.845,1088.654,-11.459
23.6881,1111.296,1088.8,1088.61,22.496
23.6921,1099.597,1088.754,1088.566,10.843
23.6961,1100.279,1088.708,1088.521,11.571
23.7001,1097.129,1088.663,1088.477,8.466
23.7041,1084.378,1088.617,1088.433,-4.239
23.7081,1085.319,1088.572,1088.389,-3.253
23.7121,1095.202,1088.526,1088.344,6.676
23.7161,1086.235,1088.481,1088.3,-2.246
23.7201,1082.121,1088.435,1088.256,-6.314
23.7241,1098.688,1088.39,1088.212,10.298
23.7281,1089.563,1088.344,1088.168,1.219
23.7321,1068.592,1088.299,1088.123,-19.707
23.7361,1079.15,1088.253,1088.079,-9.103
23.7401,1090.345,1088.208,1088.035,2.137
23.7441,1101.999,1088.162,1087.991,13.837
23.7481,1099.866,1088.117,1087.947,11.749
23.7521,1060.352,1088.071,1087.902,-27.719
23.7561,1151.699,1088.026,1087.858,63.673
23.7601,1109.571,1087.98,1087.814,21.591
23.7641,1090.209,1087.935,1087.77,2.274
23.7681,1067.846,1087.889,1087.725,-20.043
23.7721,1105.925,1087.844,1087.681,18.081
23.7761,1139.602,1087.798,1087.637,51.804
23.7801,1101.034,1087.753,1087.593,13.281
23.7841,1122.795,1087.708,1087.549,35.087
23.7881,1098.619,1087.662,1087.504,10.957
23.7921,1066.911,1087.617,1087.46,-20.706
23.7961,1044.319,1087.571,1087.416,-43.252
23.8001,1044.101,1087.526,1087.372,-43.425
23.8041,1062.221,1087.48,1087.328,-25.259
23.8081,1088.075,1087.435,1087.283,0.64
23.8121,1093.798,1087.39,1087.239,6.408
23.8161,1081.958,1087.344,1087.195,-5.386
23.8201,1101.929,1087.299,1087.151,14.63
23.8241,1116.045,1087.254,1087.106,28.791
23.8281,1090.136,1087.208,1087.062,2.928
23.8321,1122.349,1087.163,1087.018,35.186
23.8361,1127.158,1087.118,1086.974,40.04
23.8401,1088.759,1087.072,1086.93,1.687
23.8441,1026.184,1087.027,1086.885,-60.843
23.8481,1066.117,1086.982,1086.841,-20.865
23.8521,1115.746,1086.937,1086.797,28.809
23.8561,1120.533,1086.891,1086.753,33.642
23.8601,1094.295,1086.846,1086.709,7.449
23.8641,1089.921,1086.801,1086.664,3.12
23.8681,1078.396,1086.755,1086.62,-8.359
23.8721,1063.388,1086.71,1086.576,-23.322
23.8761,1102.853,1086.665,1086.532,16.188
23.8801,1102.9,1086.62,1086.487,16.28
23.8841,1074.518,1086.574,1086.443,-12.056
23.8881,1069.849,1086.529,1086.399,-16.68
23.8921,1079.644,1086.484,1086.355,-6.84
23.8961,1097.298,1086.439,1086.311,10.859
23.9001,1093.134,1086.394,1086.266,6.74
23.9041,1122.212,1086.348,1086.222,35.864
23.9081,1123.426,1086.303,1086.178,37.123
23.9121,1056.673,1086.258,1086.134,-29.585
23.9161,1091.201,1086.213,1086.09,4.988
23.9201,1119.747,1086.168,1086.045,33.579
23.9241,1071.169,1086.123,1086.001,-14.954
23.9281,1130.106,1086.078,1085.957,44.028
23.9321,1131.679,1086.032,1085.913,45.647
23.9361,1103.434,1085.987,1085.868,17.447
23.9401,1066.403,1085.942,1085.824,-19.539
23.9441,1052.666,1085.897,1085.78,-33.231
23.9481,1094.793,1085.852,1085.736,8.941
23.9521,1053.912,1085.807,1085.692,-31.895
23.9561,1064.865,1085.762,1085.647,-20.897
23.9601,1067.912,1085.716,1085.603,-17.804
23.9641,1037.332,1085.671,1085.559,-48.339
23.9681,1069.315,1085.626,1085.515,-16.311
23.9721,1103.736,1085.581,1085.471,18.155
23.9761,1074.259,1085.536,1085.426,-11.277
23.9801,1065.991,1085.491,1085.382,-19.5
23.9841,1086.716,1085.446,1085.338,1.27
23.9881,1098.19,1085.401,1085.294,12.789
23.9921,1083.545,1085.356,1085.249,-1.811
23.9961,1066.335,1085.311,1085.205,-18.976
24.0001,1064.498,1085.266,1085.161,-20.768
24.0041,1085.052,1085.221,1085.117,-0.169
24.0081,1127.534,1085.176,1085.073,42.358
24.0121,1141.203,1085.131,1085.028,56.072
24.0161,1105.978,1085.086,1084.984,20.892
24.0201,1068.209,1085.041,1084.94,-16.832
24.0241,1073.726,1084.996,1084.896,-11.27
24.0281,1070.75,1084.951,1084.852,-14.201
24.0321,1095.898,1084.906,1084.807,10.992
24.0361,1094.162,1084.861,1084.763,9.301
24.0401,1119.746,1084.816,1084.719,34.93
24.0441,1084.321,1084.771,1084.675,-0.45
24.0481,1103.585,1084.726,1084.63,18.859
24.0521,1048.976,1084.681,1084.586,-35.705
24.0561,1071.648,1084.636,1084.542,-12.988
24.0601,1062.795,1084.591,1084.498,-21.796
24.0641,1039.783,1084.547,1084.454,-44.764
24.0681,1068.465,1084.502,1084.409,-16.037
24.0721,1095.794,1084.457,1084.365,11.337
24.0761,1090.61,1084.412,1084.321,6.198
24.0801,1073.214,1084.367,1084.277,-11.153
24.0841,1101.591,1084.322,1084.233,17.269
24.0881,1103.113,1084.277,1084.188,18.836
24.0921,1087.039,1084.232,1084.144,2.807
24.0961,1133.735,1084.187,1084.1,49.548
24.1001,1139.58,1084.142,1084.056,55.438
24.1041,1079.646,1084.098,1084.011,-4.452
24.1081,1091.304,1084.053,1083.967,7.251
24.1121,1088.373,1084.008,1083.923,4.365
24.1161,1099.671,1083.963,1083.879,15.708
24.1201,1095.868,1083.918,1083.835,11.95
24.1241,1093.099,1083.873,1083.79,9.226
24.1281,1089.719,1083.828,1083.746,5.891
24.1321,1093.723,1083.784,1083.702,9.939
24.1361,1022.873,1083.739,1083.658,-60.866
24.1401,1109.867,1083.694,1083.614,26.173
24.1441,1084.405,1083.649,1083.569,0.756
24.1481,1101.04,1083.604,1083.525,17.436
24.1521,992.1263,1083.56,1083.481,-91.4337
24.1561,1093.411,1083.515,1083.437,9.896
24.1601,1112.509,1083.47,1083.392,29.039
24.1641,1078.099,1083.425,1083.348,-5.326
24.1681,1061.283,1083.38,1083.304,-22.097
24.1721,1045.336,1083.336,1083.26,-38
24.1761,1054.696,1083.291,1083.216,-28.595
24.1801,1072.366,1083.246,1083.171,-10.88
24.1841,1082.892,1083.201,1083.127,-0.309
24.1881,1089.439,1083.157,1083.083,6.282
24.1921,1088.27,1083.112,1083.039,5.158
24.1961,1101.403,1083.067,1082.995,18.336
24.2001,1109.661,1083.022,1082.95,26.639
24.2041,1101.176,1082.978,1082.906,18.198
24.2081,1142.402,1082.933,1082.862,59.469
24.2121,1115.792,1082.888,1082.818,32.904
24.2161,1034.718,1082.844,1082.773,-48.126
